Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep) 
 08/01  09:50:00,16.9166666666667,75.3333333333333,196.333333333333,487.666666666667
 08/01  09:55:00,17.0083333333333,75.1666666666667,196.666666666667,502.083333333333
 08/01  10:00:00,17.1,75,197,516.5
 08/01  10:05:00,17.3166666666667,74.1666666666667,197.333333333333,530.916666666667
 08/01  10:10:00,17.5333333333333,73.3333333333333,197.666666666667,545.333333333333
 08/01  10:15:00,17.75,72.5,198,559.75
 08/01  10:20:00,17.9666666666667,71.6666666666667,198.333333333333,574.166666666667
 08/01  10:25:00,18.1833333333333,70.8333333333333,198.666666666667,588.583333333333
 08/01  10:30:00,18.4,70,199,603
 08/01  10:35:00,18.6166666666667,69.1666666666667,198.75,615.583333333333
 08/01  10:40:00,18.8333333333333,68.3333333333333,198.5,628.166666666667
 08/01  10:45:00,19.05,67.5,198.25,640.75
 08/01  10:50:00,19.2666666666667,66.6666666666667,198,653.333333333333
 08/01  10:55:00,19.4833333333333,65.8333333333333,197.75,665.916666666667
 08/01  11:00:00,19.7,65,197.5,678.5
 08/01  11:05:00,19.875,64.25,197.25,691.083333333333
 08/01  11:10:00,20.05,63.5,197,703.666666666667
 08/01  11:15:00,20.225,62.75,196.75,716.25
 08/01  11:20:00,20.4,62,196.5,728.833333333333
 08/01  11:25:00,20.575,61.25,196.25,741.416666666667
 08/01  11:30:00,20.75,60.5,196,754
 08/01  11:35:00,20.925,59.75,195.333333333333,762.916666666667
 08/01  11:40:00,21.1,59,194.666666666667,771.833333333333
 08/01  11:45:00,21.275,58.25,194,780.75
 08/01  11:50:00,21.45,57.5,193.333333333333,789.666666666667
 08/01  11:55:00,21.625,56.75,192.666666666667,798.583333333333
 08/01  12:00:00,21.8,56,192,807.5
 08/01  12:05:00,21.9916666666667,55.3333333333333,191.333333333333,816.416666666667
 08/01  12:10:00,22.1833333333333,54.6666666666667,190.666666666667,825.333333333333
 08/01  12:15:00,22.375,54,190,834.25
 08/01  12:20:00,22.5666666666667,53.3333333333333,189.333333333333,843.166666666667
 08/01  12:25:00,22.7583333333333,52.6666666666667,188.666666666667,852.083333333333
 08/01  12:30:00,22.95,52,188,861
 08/01  12:35:00,23.1416666666667,51.3333333333333,187.25,865.583333333333
 08/01  12:40:00,23.3333333333333,50.6666666666667,186.5,870.166666666667
 08/01  12:45:00,23.525,50,185.75,874.75
 08/01  12:50:00,23.7166666666667,49.3333333333333,185,879.333333333333
 08/01  12:55:00,23.9083333333333,48.6666666666667,184.25,883.916666666667
 08/01  13:00:00,24.1,48,183.5,888.5
 08/01  13:05:00,24.3166666666667,47.5,182.75,893.083333333333
 08/01  13:10:00,24.5333333333333,47,182,897.666666666667
 08/01  13:15:00,24.75,46.5,181.25,902.25
 08/01  13:20:00,24.9666666666667,46,180.5,906.833333333333
 08/01  13:25:00,25.1833333333333,45.5,179.75,911.416666666667
 08/01  13:30:00,25.4,45,179,916
 08/01  13:35:00,25.6166666666667,44.5,178,916.333333333333
 08/01  13:40:00,25.8333333333333,44,177,916.666666666667
 08/01  13:45:00,26.05,43.5,176,917
 08/01  13:50:00,26.2666666666667,43,175,917.333333333333
 08/01  13:55:00,26.4833333333333,42.5,174,917.666666666667
 08/01  14:00:00,26.7,42,173,918
 08/01  14:05:00,26.8666666666667,41.75,172,918.333333333333
 08/01  14:10:00,27.0333333333333,41.5,171,918.666666666667
 08/01  14:15:00,27.2,41.25,170,919
 08/01  14:20:00,27.3666666666667,41,169,919.333333333333
 08/01  14:25:00,27.5333333333333,40.75,168,919.666666666667
 08/01  14:30:00,27.7,40.5,167,920
 08/01  14:35:00,27.8666666666667,40.25,165.916666666667,915
 08/01  14:40:00,28.0333333333333,40,164.833333333333,910
 08/01  14:45:00,28.2,39.75,163.75,905
 08/01  14:50:00,28.3666666666667,39.5,162.666666666667,900
 08/01  14:55:00,28.5333333333333,39.25,161.583333333333,895
 08/01  15:00:00,28.7,39,160.5,890
 08/01  15:05:00,28.9083333333333,38.5,159.416666666667,885
 08/01  15:10:00,29.1166666666667,38,158.333333333333,880
 08/01  15:15:00,29.325,37.5,157.25,875
 08/01  15:20:00,29.5333333333333,37,156.166666666667,870
 08/01  15:25:00,29.7416666666667,36.5,155.083333333333,865
 08/01  15:30:00,29.95,36,154,860
 08/01  15:35:00,30.1583333333333,35.5,152.5,850.25
 08/01  15:40:00,30.3666666666667,35,151,840.5
 08/01  15:45:00,30.575,34.5,149.5,830.75
 08/01  15:50:00,30.7833333333333,34,148,821
 08/01  15:55:00,30.9916666666667,33.5,146.5,811.25
 08/01  16:00:00,31.2,33,145,801.5
 08/01  16:05:00,31.3916666666667,31.9166666666667,143.5,791.75
 08/01  16:10:00,31.5833333333333,30.8333333333333,142,782
 08/01  16:15:00,31.775,29.75,140.5,772.25
 08/01  16:20:00,31.9666666666667,28.6666666666667,139,762.5
 08/01  16:25:00,32.1583333333333,27.5833333333333,137.5,752.75
 08/01  16:30:00,32.35,26.5,136,743
 08/01  16:35:00,32.5416666666667,25.4166666666667,133.75,730.166666666667
 08/01  16:40:00,32.7333333333333,24.3333333333333,131.5,717.333333333333
 08/01  16:45:00,32.925,23.25,129.25,704.5
 08/01  16:50:00,33.1166666666667,22.1666666666667,127,691.666666666667
 08/01  16:55:00,33.3083333333333,21.0833333333333,124.75,678.833333333333
 08/01  17:00:00,33.5,20,122.5,666
 08/01  17:05:00,33.5416666666667,20,120.25,653.166666666667
 08/01  17:10:00,33.5833333333333,20,118,640.333333333333
 08/01  17:15:00,33.625,20,115.75,627.5
 08/01  17:20:00,33.6666666666667,20,113.5,614.666666666667
 08/01  17:25:00,33.7083333333333,20,111.25,601.833333333333
 08/01  17:30:00,33.75,20,109,589
 08/01  17:35:00,33.7916666666667,20,105.583333333333,573.083333333333
 08/01  17:40:00,33.8333333333333,20,102.166666666667,557.166666666667
 08/01  17:45:00,33.875,20,98.75,541.25
 08/01  17:50:00,33.9166666666667,20,95.3333333333333,525.333333333333
 08/01  17:55:00,33.9583333333333,20,91.9166666666667,509.416666666667
 08/01  18:00:00,34,20,88.5,493.5
 08/01  18:05:00,34.0333333333333,19.9166666666667,85.0833333333333,477.583333333333
 08/01  18:10:00,34.0666666666667,19.8333333333333,81.6666666666667,461.666666666667
 08/01  18:15:00,34.1,19.75,78.25,445.75
 08/01  18:20:00,34.1333333333333,19.6666666666667,74.8333333333333,429.833333333333
 08/01  18:25:00,34.1666666666667,19.5833333333333,71.4166666666667,413.916666666667
 08/01  18:30:00,34.2,19.5,68,398
 08/01  18:35:00,34.2333333333333,19.4166666666667,62.3333333333333,382
 08/01  18:40:00,34.2666666666667,19.3333333333333,56.6666666666667,366
 08/01  18:45:00,34.3,19.25,51,350
 08/01  18:50:00,34.3333333333333,19.1666666666667,45.3333333333333,334
 08/01  18:55:00,34.3666666666667,19.0833333333333,39.6666666666667,318
 08/01  19:00:00,34.4,19,34,302
 08/01  19:05:00,34.3916666666667,19.3333333333333,28.3333333333333,286
 08/01  19:10:00,34.3833333333333,19.6666666666667,22.6666666666667,270
 08/01  19:15:00,34.375,20,0,0
 08/01  19:20:00,34.3666666666667,20.3333333333333,0,0
 08/01  19:25:00,34.3583333333333,20.6666666666667,0,0
 08/01  19:30:00,34.35,21,0,0
 08/01  19:35:00,34.3416666666667,21.3333333333333,0,0
 08/01  19:40:00,34.3333333333333,21.6666666666667,0,0
 08/01  19:45:00,34.325,22,0,0
 08/01  19:50:00,34.3166666666667,22.3333333333333,0,0
 08/01  19:55:00,34.3083333333333,22.6666666666667,0,0
 08/01  20:00:00,34.3,23,0,0
 08/01  20:05:00,34.1833333333333,23.5,0,0
 08/01  20:10:00,34.0666666666667,24,0,0
 08/01  20:15:00,33.95,24.5,0,0
 08/01  20:20:00,33.8333333333333,25,0,0
 08/01  20:25:00,33.7166666666667,25.5,0,0
 08/01  20:30:00,33.6,26,0,0
 08/01  20:35:00,33.4833333333333,26.5,0,0
 08/01  20:40:00,33.3666666666667,27,0,0
 08/01  20:45:00,33.25,27.5,0,0
 08/01  20:50:00,33.1333333333333,28,0,0
 08/01  20:55:00,33.0166666666667,28.5,0,0
 08/01  21:00:00,32.9,29,0,0
 08/01  21:05:00,32.6416666666667,29.5,0,0
 08/01  21:10:00,32.3833333333333,30,0,0
 08/01  21:15:00,32.125,30.5,0,0
 08/01  21:20:00,31.8666666666667,31,0,0
 08/01  21:25:00,31.6083333333333,31.5,0,0
 08/01  21:30:00,31.35,32,0,0
 08/01  21:35:00,31.0916666666667,32.5,0,0
 08/01  21:40:00,30.8333333333333,33,0,0
 08/01  21:45:00,30.575,33.5,0,0
 08/01  21:50:00,30.3166666666667,34,0,0
 08/01  21:55:00,30.0583333333333,34.5,0,0
 08/01  22:00:00,29.8,35,0,0
 08/01  22:05:00,29.5583333333333,35.5,0,0
 08/01  22:10:00,29.3166666666667,36,0,0
 08/01  22:15:00,29.075,36.5,0,0
 08/01  22:20:00,28.8333333333333,37,0,0
 08/01  22:25:00,28.5916666666667,37.5,0,0
 08/01  22:30:00,28.35,38,0,0
 08/01  22:35:00,28.1083333333333,38.5,0,0
 08/01  22:40:00,27.8666666666667,39,0,0
 08/01  22:45:00,27.625,39.5,0,0
 08/01  22:50:00,27.3833333333333,40,0,0
 08/01  22:55:00,27.1416666666667,40.5,0,0
 08/01  23:00:00,26.9,41,0,0
 08/01  23:05:00,26.6916666666667,41.4166666666667,0,0
 08/01  23:10:00,26.4833333333333,41.8333333333333,0,0
 08/01  23:15:00,26.275,42.25,0,0
 08/01  23:20:00,26.0666666666667,42.6666666666667,0,0
 08/01  23:25:00,25.8583333333333,43.0833333333333,0,0
 08/01  23:30:00,25.65,43.5,0,0
 08/01  23:35:00,25.4416666666667,43.9166666666667,0,0
 08/01  23:40:00,25.2333333333333,44.3333333333333,0,0
 08/01  23:45:00,25.025,44.75,0,0
 08/01  23:50:00,24.8166666666667,45.1666666666667,0,0
 08/01  23:55:00,24.6083333333333,45.5833333333333,0,0
 08/01  24:00:00,24.4,46,0,0
 08/02  00:05:00,24.2583333333333,46.4166666666667,0,0
 08/02  00:10:00,24.1166666666667,46.8333333333333,0,0
 08/02  00:15:00,23.975,47.25,0,0
 08/02  00:20:00,23.8333333333333,47.6666666666667,0,0
 08/02  00:25:00,23.6916666666667,48.0833333333333,0,0
 08/02  00:30:00,23.55,48.5,0,0
 08/02  00:35:00,23.4083333333333,48.9166666666667,0,0
 08/02  00:40:00,23.2666666666667,49.3333333333333,0,0
 08/02  00:45:00,23.125,49.75,0,0
 08/02  00:50:00,22.9833333333333,50.1666666666667,0,0
 08/02  00:55:00,22.8416666666667,50.5833333333333,0,0
 08/02  01:00:00,22.7,51,0,0
 08/02  01:05:00,22.6166666666667,51.25,0,0
 08/02  01:10:00,22.5333333333333,51.5,0,0
 08/02  01:15:00,22.45,51.75,0,0
 08/02  01:20:00,22.3666666666667,52,0,0
 08/02  01:25:00,22.2833333333333,52.25,0,0
 08/02  01:30:00,22.2,52.5,0,0
 08/02  01:35:00,22.1166666666667,52.75,0,0
 08/02  01:40:00,22.0333333333333,53,0,0
 08/02  01:45:00,21.95,53.25,0,0
 08/02  01:50:00,21.8666666666667,53.5,0,0
 08/02  01:55:00,21.7833333333333,53.75,0,0
 08/02  02:00:00,21.7,54,0,0
 08/02  02:05:00,21.5916666666667,54.25,0,0
 08/02  02:10:00,21.4833333333333,54.5,0,0
 08/02  02:15:00,21.375,54.75,0,0
 08/02  02:20:00,21.2666666666667,55,0,0
 08/02  02:25:00,21.1583333333333,55.25,0,0
 08/02  02:30:00,21.05,55.5,0,0
 08/02  02:35:00,20.9416666666667,55.75,0,0
 08/02  02:40:00,20.8333333333333,56,0,0
 08/02  02:45:00,20.725,56.25,0,0
 08/02  02:50:00,20.6166666666667,56.5,0,0
 08/02  02:55:00,20.5083333333333,56.75,0,0
 08/02  03:00:00,20.4,57,0,0
 08/02  03:05:00,20.2833333333333,57.5,0,0
 08/02  03:10:00,20.1666666666667,58,0,0
 08/02  03:15:00,20.05,58.5,0,0
 08/02  03:20:00,19.9333333333333,59,0,0
 08/02  03:25:00,19.8166666666667,59.5,0,0
 08/02  03:30:00,19.7,60,0,0
 08/02  03:35:00,19.5833333333333,60.5,0,0
 08/02  03:40:00,19.4666666666667,61,0,0
 08/02  03:45:00,19.35,61.5,0,0
 08/02  03:50:00,19.2333333333333,62,0,0
 08/02  03:55:00,19.1166666666667,62.5,0,0
 08/02  04:00:00,19,63,0,0
 08/02  04:05:00,18.925,63.3333333333333,0,0
 08/02  04:10:00,18.85,63.6666666666667,0,0
 08/02  04:15:00,18.775,64,0,0
 08/02  04:20:00,18.7,64.3333333333333,0,0
 08/02  04:25:00,18.625,64.6666666666667,0,0
 08/02  04:30:00,18.55,65,0,0
 08/02  04:35:00,18.475,65.3333333333333,0,0
 08/02  04:40:00,18.4,65.6666666666667,0,0
 08/02  04:45:00,18.325,66,0,0
 08/02  04:50:00,18.25,66.3333333333333,0,0
 08/02  04:55:00,18.175,66.6666666666667,0,0
 08/02  05:00:00,18.1,67,0,0
 08/02  05:05:00,18.0833333333333,67.0833333333333,0,0
 08/02  05:10:00,18.0666666666667,67.1666666666667,0,0
 08/02  05:15:00,18.05,67.25,6.75,0
 08/02  05:20:00,18.0333333333333,67.3333333333333,7.5,0
 08/02  05:25:00,18.0166666666667,67.4166666666667,8.25,0
 08/02  05:30:00,18,67.5,9,0
 08/02  05:35:00,17.9833333333333,67.5833333333333,12.5,0.166666666666667
 08/02  05:40:00,17.9666666666667,67.6666666666667,16,0.333333333333333
 08/02  05:45:00,17.95,67.75,19.5,0.5
 08/02  05:50:00,17.9333333333333,67.8333333333333,23,0.666666666666667
 08/02  05:55:00,17.9166666666667,67.9166666666667,26.5,0.833333333333333
 08/02  06:00:00,17.9,68,30,1
 08/02  06:05:00,17.8416666666667,68.25,33.5,1.16666666666667
 08/02  06:10:00,17.7833333333333,68.5,37,1.33333333333333
 08/02  06:15:00,17.725,68.75,40.5,1.5
 08/02  06:20:00,17.6666666666667,69,44,1.66666666666667
 08/02  06:25:00,17.6083333333333,69.25,47.5,1.83333333333333
 08/02  06:30:00,17.55,69.5,51,2
 08/02  06:35:00,17.4916666666667,69.75,54.3333333333333,7.08333333333334
 08/02  06:40:00,17.4333333333333,70,57.6666666666667,12.1666666666667
 08/02  06:45:00,17.375,70.25,61,17.25
 08/02  06:50:00,17.3166666666667,70.5,64.3333333333333,22.3333333333333
 08/02  06:55:00,17.2583333333333,70.75,67.6666666666667,27.4166666666667
 08/02  07:00:00,17.2,71,71,32.5
 08/02  07:05:00,17.1,71.5,74.3333333333333,37.5833333333333
 08/02  07:10:00,17,72,77.6666666666667,42.6666666666667
 08/02  07:15:00,16.9,72.5,81,47.75
 08/02  07:20:00,16.8,73,84.3333333333333,52.8333333333333
 08/02  07:25:00,16.7,73.5,87.6666666666667,57.9166666666667
 08/02  07:30:00,16.6,74,91,63
 08/02  07:35:00,16.5,74.5,93.25,75.25
 08/02  07:40:00,16.4,75,95.5,87.5
 08/02  07:45:00,16.3,75.5,97.75,99.75
 08/02  07:50:00,16.2,76,100,112
 08/02  07:55:00,16.1,76.5,102.25,124.25
 08/02  08:00:00,16,77,104.5,136.5
 08/02  08:05:00,16,76.9166666666667,106.75,148.75
 08/02  08:10:00,16,76.8333333333333,109,161
 08/02  08:15:00,16,76.75,111.25,173.25
 08/02  08:20:00,16,76.6666666666667,113.5,185.5
 08/02  08:25:00,16,76.5833333333333,115.75,197.75
 08/02  08:30:00,16,76.5,118,210
 08/02  08:35:00,16,76.4166666666667,119.166666666667,226.666666666667
 08/02  08:40:00,16,76.3333333333333,120.333333333333,243.333333333333
 08/02  08:45:00,16,76.25,121.5,260
 08/02  08:50:00,16,76.1666666666667,122.666666666667,276.666666666667
 08/02  08:55:00,16,76.0833333333333,123.833333333333,293.333333333333
 08/02  09:00:00,16,76,125,310
 08/02  09:05:00,16.1166666666667,75.5,126.166666666667,326.666666666667
 08/02  09:10:00,16.2333333333333,75,127.333333333333,343.333333333333
 08/02  09:15:00,16.35,74.5,128.5,360
 08/02  09:20:00,16.4666666666667,74,129.666666666667,376.666666666667
 08/02  09:25:00,16.5833333333333,73.5,130.833333333333,393.333333333333
 08/02  09:30:00,16.7,73,132,410
 08/02  09:35:00,16.8166666666667,72.5,132.916666666667,424.75
 08/02  09:40:00,16.9333333333333,72,133.833333333333,439.5
 08/02  09:45:00,17.05,71.5,134.75,454.25
 08/02  09:50:00,17.1666666666667,71,135.666666666667,469
 08/02  09:55:00,17.2833333333333,70.5,136.583333333333,483.75
 08/02  10:00:00,17.4,70,137.5,498.5
 08/02  10:05:00,17.5666666666667,69.5,138.416666666667,513.25
 08/02  10:10:00,17.7333333333333,69,139.333333333333,528
 08/02  10:15:00,17.9,68.5,140.25,542.75
 08/02  10:20:00,18.0666666666667,68,141.166666666667,557.5
 08/02  10:25:00,18.2333333333333,67.5,142.083333333333,572.25
 08/02  10:30:00,18.4,67,143,587
 08/02  10:35:00,18.5666666666667,66.5,143.5,599.916666666667
 08/02  10:40:00,18.7333333333333,66,144,612.833333333333
 08/02  10:45:00,18.9,65.5,144.5,625.75
 08/02  10:50:00,19.0666666666667,65,145,638.666666666667
 08/02  10:55:00,19.2333333333333,64.5,145.5,651.583333333333
 08/02  11:00:00,19.4,64,146,664.5
 08/02  11:05:00,19.625,63.3333333333333,146.5,677.416666666667
 08/02  11:10:00,19.85,62.6666666666667,147,690.333333333333
 08/02  11:15:00,20.075,62,147.5,703.25
 08/02  11:20:00,20.3,61.3333333333333,148,716.166666666667
 08/02  11:25:00,20.525,60.6666666666667,148.5,729.083333333333
 08/02  11:30:00,20.75,60,149,742
 08/02  11:35:00,20.975,59.3333333333333,149.25,747.583333333333
 08/02  11:40:00,21.2,58.6666666666667,149.5,753.166666666667
 08/02  11:45:00,21.425,58,149.75,758.75
 08/02  11:50:00,21.65,57.3333333333333,150,764.333333333333
 08/02  11:55:00,21.875,56.6666666666667,150.25,769.916666666667
 08/02  12:00:00,22.1,56,150.5,775.5
 08/02  12:05:00,22.2416666666667,55.5,150.75,781.083333333333
 08/02  12:10:00,22.3833333333333,55,151,786.666666666667
 08/02  12:15:00,22.525,54.5,151.25,792.25
 08/02  12:20:00,22.6666666666667,54,151.5,797.833333333333
 08/02  12:25:00,22.8083333333333,53.5,151.75,803.416666666667
 08/02  12:30:00,22.95,53,152,809
 08/02  12:35:00,23.0916666666667,52.5,157.75,816.75
 08/02  12:40:00,23.2333333333333,52,163.5,824.5
 08/02  12:45:00,23.375,51.5,169.25,832.25
 08/02  12:50:00,23.5166666666667,51,175,840
 08/02  12:55:00,23.6583333333333,50.5,180.75,847.75
 08/02  13:00:00,23.8,50,186.5,855.5
 08/02  13:05:00,24.0333333333333,49.5,192.25,863.25
 08/02  13:10:00,24.2666666666667,49,198,871
 08/02  13:15:00,24.5,48.5,203.75,878.75
 08/02  13:20:00,24.7333333333333,48,209.5,886.5
 08/02  13:25:00,24.9666666666667,47.5,215.25,894.25
 08/02  13:30:00,25.2,47,221,902
 08/02  13:35:00,25.4333333333333,46.5,218.5,902.166666666667
 08/02  13:40:00,25.6666666666667,46,216,902.333333333333
 08/02  13:45:00,25.9,45.5,213.5,902.5
 08/02  13:50:00,26.1333333333333,45,211,902.666666666667
 08/02  13:55:00,26.3666666666667,44.5,208.5,902.833333333333
 08/02  14:00:00,26.6,44,206,903
 08/02  14:05:00,26.7916666666667,44,203.5,903.166666666667
 08/02  14:10:00,26.9833333333333,44,201,903.333333333333
 08/02  14:15:00,27.175,44,198.5,903.5
 08/02  14:20:00,27.3666666666667,44,196,903.666666666667
 08/02  14:25:00,27.5583333333333,44,193.5,903.833333333333
 08/02  14:30:00,27.75,44,191,904
 08/02  14:35:00,27.9416666666667,44,188.666666666667,899.666666666667
 08/02  14:40:00,28.1333333333333,44,186.333333333333,895.333333333333
 08/02  14:45:00,28.325,44,184,891
 08/02  14:50:00,28.5166666666667,44,181.666666666667,886.666666666667
 08/02  14:55:00,28.7083333333333,44,179.333333333333,882.333333333333
 08/02  15:00:00,28.9,44,177,878
 08/02  15:05:00,29.1166666666667,43.25,174.666666666667,873.666666666667
 08/02  15:10:00,29.3333333333333,42.5,172.333333333333,869.333333333333
 08/02  15:15:00,29.55,41.75,170,865
